Company,ESG Risk Rating,Score
EMH Treasury Plc,Low ESG Risk,16.6
Emirates Global Aluminium PJSC,Low ESG Risk,18.7
Emirates NBD Bank PJSC,Medium ESG Risk,28.1
Emirates REIT Ltd.,Medium ESG Risk,25.4
Emirates SembCorp Water & Power Co. PJSC,High ESG Risk,35.3
Emirates Telecommunications Group Co. PJSC,Medium ESG Risk,24.9
EMIS Group Plc,Low ESG Risk,17.5
EML Payments Ltd.,Low ESG Risk,18.7
Emlak Konut Gayrimenkul Yatirim Ortakligi AS,Medium ESG Risk,20.5
Emmi AG,High ESG Risk,31.8
"Emperador, Inc.",Medium ESG Risk,26.2
Empire Co. Ltd.,Medium ESG Risk,25.7
Empire Communities Corp.,Medium ESG Risk,23.7
Empire Petroleum Corp.,Severe ESG Risk,58.4
"Empire State Realty Trust, Inc.",Negligible ESG Risk,9.9
Empiric Student Property PLC,Low ESG Risk,17.5
"Employers Holdings, Inc.",High ESG Risk,30.7
Empreendimentos Pague Menos SA,Low ESG Risk,18.1
Empresa de los Ferrocarriles del Estado,Medium ESG Risk,23.7
Empresa de Transporte de Pasajeros Metro SA,Medium ESG Risk,21.1
Empresa Generadora de Electricidad Haina SA,High ESG Risk,38.4
Empresa Nacional de Telecomunicaciones SA,Medium ESG Risk,21.5
Empresa Nacional del Petróleo SA,Severe ESG Risk,41.5
Empresas CMPC SA,Medium ESG Risk,20.8
Empresas Copec SA,High ESG Risk,31.3
Empresas Públicas de Medellín ESP,High ESG Risk,36.2
EMS-Chemie Holding AG,High ESG Risk,31.7
"en Japan, Inc.",Low ESG Risk,14.6
En+ Group International PJSC,High ESG Risk,37.9
"Enact Holdings, Inc.",Medium ESG Risk,24.4
Enagás SA,Low ESG Risk,14.9
"Enanta Pharmaceuticals, Inc.",Medium ESG Risk,24.9
Enauta Participações SA,High ESG Risk,31.5
ENAV SpA,Low ESG Risk,17.5
"Enbridge Gas, Inc.",Medium ESG Risk,21.9
"Enbridge, Inc.",Medium ESG Risk,21.1
EnBW Energie Baden Württemberg AG,High ESG Risk,30.2
Encavis AG,Medium ESG Risk,20.6
"ENCE Energia y Celulosa, SA",Low ESG Risk,15.4
Enchem Co. Ltd.,Medium ESG Risk,24.9
Encompass Health Corp.,High ESG Risk,31.7
"Encore Capital Group, Inc.",Medium ESG Risk,23.0
enCore Energy Corp.,Severe ESG Risk,47.3
Encore Wire Corp. (Delaware),Medium ESG Risk,22.3
Endava Plc,Low ESG Risk,16.3
"Endeavor Group Holdings, Inc.",Medium ESG Risk,24.6
Endeavour Group Ltd. (Australia),Low ESG Risk,17.0
Endeavour Mining Plc,Low ESG Risk,18.5
Endeavour Silver Corp.,High ESG Risk,35.9
Endesa SA,Low ESG Risk,16.0
Endo International Plc,High ESG Risk,38.9
Endurance Technologies Ltd.,Low ESG Risk,12.6
Enea AB,Low ESG Risk,18.8
ENEA SA,Severe ESG Risk,44.6
Enel Américas SA,Low ESG Risk,19.3
Enel Chile SA,Low ESG Risk,16.1
Enel Generación Chile SA,Medium ESG Risk,28.1
Enel SpA,Medium ESG Risk,22.3
Enento Group Oyj,Low ESG Risk,19.4
"ENEOS Holdings, Inc.",High ESG Risk,32.2
Enerflex Ltd.,Medium ESG Risk,27.1
Energa SA,Severe ESG Risk,42.1
Energean Plc,High ESG Risk,33.4
Energetický a Prumyslový Holding AS,Medium ESG Risk,22.7
"Energía, Innovación y Desarrollo Fotovoltaico SA",Medium ESG Risk,26.7
Energiedienst Holding AG,High ESG Risk,36.5
Energiekontor AG,Medium ESG Risk,26.0
Energir LP,High ESG Risk,30.1
"Energir, Inc.",High ESG Risk,30.9
Energisa SA,Medium ESG Risk,29.5
Energix-Renewable Energies Ltd.,Medium ESG Risk,23.8
"Energizer Holdings, Inc.",Low ESG Risk,18.9
ENERGO-PRO as,Medium ESG Risk,23.3
Energy Absolute Public Co. Ltd.,Medium ESG Risk,20.0
"Energy Fuels, Inc.",Severe ESG Risk,47.1
Energy Harbor Corp.,Severe ESG Risk,52.8
Energy Partnership (Gas) Pty Ltd.,High ESG Risk,36.4
"Energy Recovery, Inc.",Medium ESG Risk,22.5
Energy Resources of Australia Ltd.,Severe ESG Risk,44.3
"Energy Vault Holdings, Inc.",Medium ESG Risk,27.8
Enerjisa Enerji AS,Low ESG Risk,19.0
Enerpac Tool Group Corp.,Medium ESG Risk,22.1
Enerplus Corp.,Severe ESG Risk,45.3
Enerside Energy SA,High ESG Risk,31.2
EnerSys,Medium ESG Risk,23.9
"Eneti, Inc.",Severe ESG Risk,40.3
Eneva SA,High ESG Risk,39.5
Enexis Holding NV,Low ESG Risk,14.5
"ENF Technology Co., Ltd.",Severe ESG Risk,43.9
EnfraGen Spain SA,High ESG Risk,35.8
"Enfusion, Inc.",Medium ESG Risk,23.1
"Engagesmart, Inc.",Medium ESG Risk,21.5
engcon AB,Medium ESG Risk,25.3
Enghouse Systems Ltd.,Medium ESG Risk,23.5
ENGIE Brasil Energia SA,High ESG Risk,31.0
Engie Energia Chile SA,High ESG Risk,32.4
ENGIE SA,Medium ESG Risk,29.6
Engineers India Ltd.,High ESG Risk,31.1
Engro Corp. Ltd.,Severe ESG Risk,45.0
Engro Fertilizers Ltd.,High ESG Risk,32.3
Eni SpA,Medium ESG Risk,29.2
"ENIGMO, Inc.",Medium ESG Risk,24.7
Eniro Group AB,Low ESG Risk,16.4
Enka Insaat ve Sanayi AS,Medium ESG Risk,23.8
Enlight Renewable Energy Ltd.,Low ESG Risk,17.2
EnLink Midstream LLC,Medium ESG Risk,25.3
"Enliven Therapeutics, Inc.",High ESG Risk,30.9
ENMAX Corp.,High ESG Risk,34.4
ENN Energy Holdings Ltd.,Medium ESG Risk,22.7
"ENN Natural Gas Co., Ltd.",High ESG Risk,32.0
"Ennis, Inc.",Negligible ESG Risk,9.4
Ennoconn Corp.,Medium ESG Risk,28.6
"Ennostar, Inc.",Medium ESG Risk,26.1
"Enova International, Inc.",Medium ESG Risk,24.1
Enovis Corp.,High ESG Risk,34.1
Enovix Corp.,Medium ESG Risk,28.4
"Enphase Energy, Inc.",Medium ESG Risk,21.7
Enplas Corp.,Medium ESG Risk,24.7
"EnPro Industries, Inc.",Medium ESG Risk,28.0
EnQuest Plc,Severe ESG Risk,47.7
"Ensign Energy Services, Inc.",Medium ESG Risk,26.2
Enstall Group BV,Low ESG Risk,11.7
Enstar Group Ltd.,Medium ESG Risk,25.6
Entain Plc,Low ESG Risk,19.6
"Entegris, Inc.",Medium ESG Risk,20.1
Entergy Arkansas LLC,Medium ESG Risk,21.6
Entergy Corp.,Medium ESG Risk,26.7
Entergy Louisiana LLC,High ESG Risk,33.4
"Entergy Texas, Inc.",High ESG Risk,38.6
"Enterprise Bancorp, Inc.",High ESG Risk,32.6
Enterprise Financial Services Corp.,Medium ESG Risk,26.8
"Enterprise Holdings, Inc.",Medium ESG Risk,23.2
Enterprise Products Partners LP,Medium ESG Risk,21.5
Entidad Pública Empresarial ADIF-Alta Velocidad,Negligible ESG Risk,4.5
EnTie Commercial Bank,Medium ESG Risk,26.2
Entra ASA,Low ESG Risk,13.0
"Entrada Therapeutics, Inc.",Medium ESG Risk,26.0
Entravision Communications Corp.,Low ESG Risk,18.9
Envela Corp.,Medium ESG Risk,20.3
"Envestnet, Inc.",Medium ESG Risk,24.5
Enviri Corp.,Low ESG Risk,19.4
Envista Holdings Corp.,High ESG Risk,30.7
"Enviva, Inc.",Medium ESG Risk,25.0
ENW Finance PLC,Medium ESG Risk,26.1
EnWin Utilities Ltd.,Severe ESG Risk,42.4
ENZYCHEM LIFESCIENCES Corp.,Severe ESG Risk,44.2
"EO Technics Co., Ltd.",Medium ESG Risk,23.2
"EOFlow Co., Ltd.",Medium ESG Risk,20.4
"EOG Resources, Inc.",High ESG Risk,34.1
Eolus Vind AB,Medium ESG Risk,20.1
"Eoptolink Technology Inc., Ltd.",Medium ESG Risk,25.0
"Eos Energy Enterprises, Inc.",Medium ESG Risk,24.7
EOS Holding GmbH,Low ESG Risk,10.2
EP Infrastructure as,Low ESG Risk,19.8
"EPAM Systems, Inc.",Medium ESG Risk,28.1
"EPCOR Utilities, Inc.",High ESG Risk,39.6
Ependion AB,Low ESG Risk,16.3
Epiroc AB,Low ESG Risk,18.3
"Episil Technologies, Inc.",High ESG Risk,32.6
"Episil-Precision, Inc.",Severe ESG Risk,40.2
Episurf Medical AB,Medium ESG Risk,29.5
EPL Ltd.,Low ESG Risk,14.8
"ePlus, Inc.",Medium ESG Risk,23.4
EPR Properties,Low ESG Risk,17.1
eQ Oyj,Medium ESG Risk,29.4
"EQB, Inc.",Low ESG Risk,19.1
"EQRx, Inc.",Medium ESG Risk,27.6
EQT AB,Low ESG Risk,17.1
EQT Corp.,High ESG Risk,33.8
Equasens,Medium ESG Risk,22.9
EQUATE Petrochemical BV,Medium ESG Risk,29.9
EQUATE Petrochemical Co. KSCC,Medium ESG Risk,28.3
Equatorial Energia SA,Medium ESG Risk,29.5
"Equifax, Inc.",Medium ESG Risk,22.3
"Equinix, Inc.",Low ESG Risk,13.9
Equinor ASA,High ESG Risk,37.3
Equinox Gold Corp.,High ESG Risk,31.5
"Equitable Holdings, Inc.",Low ESG Risk,18.5
Equital Ltd.,Low ESG Risk,19.0
Equitas Holdings Ltd.,Medium ESG Risk,24.4
Equitas Small Finance Bank Ltd.,Medium ESG Risk,29.6
Equites Property Fund Ltd.,Negligible ESG Risk,9.0
Equitrans Midstream Corp.,High ESG Risk,30.6
"Equity Bancshares, Inc.",High ESG Risk,30.1
Equity Commonwealth,Low ESG Risk,16.6
"Equity LifeStyle Properties, Inc.",Low ESG Risk,14.4
Equity Residential,Low ESG Risk,11.9
"Era Co., Ltd.",Medium ESG Risk,29.8
Eramet SA,Medium ESG Risk,28.3
"Erasca, Inc.",High ESG Risk,33.2
"Erawan Group Public Co., Ltd.",Medium ESG Risk,29.5
Eregli Demir ve Çelik Fabrikalari TAS,High ESG Risk,37.3
"eREX Co., Ltd.",Medium ESG Risk,29.9
ERG SpA,Low ESG Risk,16.2
Ergomed Plc,Low ESG Risk,17.7
Erie Indemnity Co.,Medium ESG Risk,27.7
Eris Lifesciences Ltd.,High ESG Risk,30.7
Ero Copper Corp.,Medium ESG Risk,29.9
Eroad Ltd.,Low ESG Risk,14.5
Erste Abwicklungsanstalt,High ESG Risk,34.5
Erste Group Bank AG,Low ESG Risk,16.4
ES-CON JAPAN Ltd.,Medium ESG Risk,20.9
Esab India Ltd.,Low ESG Risk,18.7
"Escalade, Inc.",Low ESG Risk,12.6
"ESCO Technologies, Inc.",Medium ESG Risk,29.5
ESCON JAPAN REIT Investment Corp.,Low ESG Risk,19.7
Escorts Kubota Ltd.,Low ESG Risk,16.6
ESIC Sukuk Ltd.,High ESG Risk,35.6
Esker SA,Low ESG Risk,16.9
Eskom Holdings SOC Ltd.,Severe ESG Risk,50.7
Espec Corp.,Low ESG Risk,15.6
Esprinet SpA,Negligible ESG Risk,6.9
Esprit Holdings Ltd.,Low ESG Risk,16.6
"Esquire Financial Holdings, Inc.",High ESG Risk,35.8
ESR Group Ltd.,Low ESG Risk,15.5
"ESR Kendall Square REIT Co., Ltd.",Low ESG Risk,17.7
ESR-LOGOS REIT,Low ESG Risk,15.2
"ESS Tech, Inc.",Medium ESG Risk,27.7
"ESSA Bancorp, Inc.",High ESG Risk,38.3
Essent Group Ltd.,Medium ESG Risk,27.9
"Essential Properties Realty Trust, Inc.",Low ESG Risk,17.0
"Essential Utilities, Inc.",Low ESG Risk,19.8
Essentra Plc,High ESG Risk,38.6
"Essex Property Trust, Inc.",Low ESG Risk,13.3
EssilorLuxottica SA,Medium ESG Risk,20.4
Essity AB,Medium ESG Risk,27.8
Esso Thailand Public Co. Ltd.,Severe ESG Risk,48.0
"Establishment Labs Holdings, Inc.",High ESG Risk,30.7
Estia Health Ltd.,High ESG Risk,30.3
Estithmar Holding QPSC,High ESG Risk,39.4
"Estun Automation Co., Ltd.",High ESG Risk,37.2
Établissements Maurel & Prom SA,Severe ESG Risk,44.9
Eternal Asia Supply Chain Management Ltd.,Medium ESG Risk,29.9
"Eternal Materials Co., Ltd.",Medium ESG Risk,22.2
Etex NV,Low ESG Risk,17.9
"Ethan Allen Interiors, Inc.",Low ESG Risk,13.1
Etihad Etisalat Co.,High ESG Risk,31.2
"Etron Technology, Inc.",High ESG Risk,30.7
"Etsy, Inc.",Medium ESG Risk,21.7
"EuBiologics Co., Ltd.",Severe ESG Risk,44.0
"EUGENE INVESTMENT & SECURITIES Co., Ltd.",High ESG Risk,36.0
"Eugene Technology Co., Ltd.",Medium ESG Risk,25.0
"euglena Co., Ltd.",High ESG Risk,30.6
Eurazeo SA,Low ESG Risk,16.7
Eureka Forbes Ltd.,Medium ESG Risk,26.5
EUROAPI SA,Low ESG Risk,20.0
Eurobank Ergasias Services & Holdings SA,Low ESG Risk,10.6
Eurocaja Rural SCC,Medium ESG Risk,26.2
Eurocash SA,Medium ESG Risk,22.5
Euroclear AG,Medium ESG Risk,25.0
Euroclear Bank SA/NV,Medium ESG Risk,26.8
Eurocommercial Properties NV,Low ESG Risk,13.7
EUROFIMA European Co for Financing of Railroad Rolling Stock,Negligible ESG Risk,4.9
Eurofins Scientific SE,Low ESG Risk,15.8
Eurogrid GmbH,Low ESG Risk,13.7
Euronav NV,High ESG Risk,37.4
"Euronet Worldwide, Inc.",Medium ESG Risk,23.2
Euronext NV,Low ESG Risk,15.4
European Bank for Reconstruction & Development,Negligible ESG Risk,6.9
European Financial Stability Facility SA (Luxembourg),Low ESG Risk,15.1
European Investment Bank,Negligible ESG Risk,5.6
European Stability Mechanism (ESM),Low ESG Risk,10.3
"European Wax Center, Inc.",Low ESG Risk,17.2
Europen Endüstri Insaat Sanayi ve Ticaret AS,High ESG Risk,30.5
Europris ASA,Medium ESG Risk,20.7
eustream as,High ESG Risk,33.2
"EUSU HOLDINGS CO., LTD.",Medium ESG Risk,23.1
Eutelsat Communications SA,Low ESG Risk,13.6
EVA Airways Corp.,Low ESG Risk,19.2
"Evans Bancorp, Inc.",High ESG Risk,31.3
"EVE Energy Co., Ltd.",High ESG Risk,31.6
"Eventbrite, Inc.",Medium ESG Risk,26.8
"Ever Supreme Bio Technology Co., Ltd.",Medium ESG Risk,29.9
"Everbridge, Inc.",Medium ESG Risk,27.1
"Everbright Securities Co., Ltd.",High ESG Risk,35.5
"EverCommerce, Inc.",Medium ESG Risk,26.3
"Evercore, Inc.",Medium ESG Risk,27.9
"Everdisplay Optronics (Shanghai) Co., Ltd.",High ESG Risk,30.0
Everest Group Ltd.,Low ESG Risk,18.3
Everest Medicines Ltd.,High ESG Risk,33.6
Evergrande Property Services Group Ltd.,Low ESG Risk,19.4
Evergreen International Storage & Transport Corp.,Low ESG Risk,17.6
Evergreen Marine Corp. (Taiwan) Ltd.,Medium ESG Risk,21.5
Evergreen Steel Corp.,Medium ESG Risk,28.5
"Evergy, Inc.",Medium ESG Risk,29.8
"Everi Holdings, Inc.",Low ESG Risk,18.4
Everlight Chemical Industrial Corp.,Medium ESG Risk,27.5
"Everlight Electronics Co., Ltd.",Medium ESG Risk,27.5
"EverQuote, Inc.",Medium ESG Risk,26.8
Eversholt Rail Ltd.,Medium ESG Risk,28.0
Eversource Energy,Low ESG Risk,19.0
"EVERTEC, Inc.",Low ESG Risk,17.7
Evertz Technologies Ltd.,Low ESG Risk,17.9
"EVgo, Inc.",Medium ESG Risk,21.4
"EVI Industries, Inc.",Medium ESG Risk,29.1
EVN AG,Medium ESG Risk,27.3
Evoca SpA,Low ESG Risk,15.6
"Evolent Health, Inc.",Medium ESG Risk,21.5
"Evolus, Inc.",Severe ESG Risk,40.1
Evolution AB,Medium ESG Risk,22.5
Evolution Mining Ltd.,Medium ESG Risk,30.0
"Evolv Technologies Holdings, Inc.",Low ESG Risk,16.4
Evolva Holding SA,Severe ESG Risk,46.5
Evonik Industries AG,Low ESG Risk,19.7
Evotec SE,Low ESG Risk,18.8
EVRAZ Plc,High ESG Risk,36.4
EVS Broadcast Equipment SA,Low ESG Risk,13.5
EVT Ltd.,Low ESG Risk,15.9
EWE AG,High ESG Risk,30.9
Ework Group AB,Medium ESG Risk,21.2
EXACT Sciences Corp.,Medium ESG Risk,22.6
"Excelerate Energy, Inc.",High ESG Risk,39.7
Excellence Commercial Property & Facilities Management Gp Ltd.,Low ESG Risk,18.5
Exchange Income Corp.,Medium ESG Risk,27.6
Exclusive Networks SA,Medium ESG Risk,21.3
EXEDY Corp.,Medium ESG Risk,21.5
"Exela Technologies, Inc.",Medium ESG Risk,26.1
"Exelixis, Inc.",Medium ESG Risk,24.3
Exelon Corp.,Medium ESG Risk,22.9
"EXEO Group, Inc.",Severe ESG Risk,42.3
Exide Industries Ltd.,Low ESG Risk,14.2
"ExlService Holdings, Inc.",Low ESG Risk,14.7
EXMAR NV,High ESG Risk,32.0
EXOR NV,Low ESG Risk,12.7
"eXp World Holdings, Inc.",Medium ESG Risk,20.6
"Expedia Group, Inc.",Medium ESG Risk,27.5
"Expeditors International of Washington, Inc.",Low ESG Risk,16.6
"Expensify, Inc.",Medium ESG Risk,24.3
Experian Plc,Low ESG Risk,12.0
"Exponent, Inc.",Medium ESG Risk,20.8
"Export Credit Bank of Turkey, Inc.",Low ESG Risk,16.4
Export Development Canada,Negligible ESG Risk,10.0
Export Finance Australia,Low ESG Risk,13.4
Export-Import Bank of India,High ESG Risk,31.1
Expro Group Holdings NV,Medium ESG Risk,24.6
"Extendicare, Inc.",High ESG Risk,35.0
"Extra Space Storage, Inc.",Low ESG Risk,15.2
"Extreme Networks, Inc.",Low ESG Risk,17.1
Exxaro Resources Ltd.,High ESG Risk,39.2
Exxon Mobil Corp.,Severe ESG Risk,41.6
"Eyebright Medical Technology (Beijing) Co., Ltd.",High ESG Risk,33.0
"Eyenovia, Inc.",High ESG Risk,33.4
"EyePoint Pharmaceuticals, Inc.",High ESG Risk,39.1
EZ TEC Empreendimentos e Participaçoes SA,Medium ESG Risk,20.0
"Ezaki Glico Co., Ltd.",High ESG Risk,36.9
"EZCORP, Inc.",Medium ESG Risk,24.8
Ezdan Holding Group,Medium ESG Risk,27.8
Ezz Steel,Severe ESG Risk,50.8
F-Secure Oyj,Medium ESG Risk,22.5
"F.C.C. Co., Ltd.",Low ESG Risk,13.4
F.I.B.I. Holdings Ltd.,Medium ESG Risk,27.4
F.N.B. Corp. (Pennsylvania),Medium ESG Risk,25.5
"F@N Communications, Inc.",Medium ESG Risk,21.0
"F&F Co., Ltd.",Low ESG Risk,18.5
"F&G Annuities & Life, Inc.",Medium ESG Risk,28.0
"F5, Inc.",Low ESG Risk,17.2
Fabege AB,Low ESG Risk,13.0
Fabrinet,Negligible ESG Risk,8.7
"FactSet Research Systems, Inc.",Low ESG Risk,18.4
Faes Farma SA,High ESG Risk,30.8
Fagerhult Group AB,Low ESG Risk,15.1
Fagron NV,Low ESG Risk,10.8
Fair Isaac Corp.,Medium ESG Risk,20.3
Fairfax Financial Holdings Ltd.,Medium ESG Risk,28.4
Fairfax India Holdings Corp.,Medium ESG Risk,29.8
Faisal Islamic Bank of Egypt,High ESG Risk,33.0
Falabella SA,Medium ESG Risk,21.5
FANCL Corp.,Medium ESG Risk,25.7
"FangDa Carbon New Material Co., Ltd.",High ESG Risk,31.0
Fangda Special Steel Technology Co. Ltd.,Medium ESG Risk,21.5
FANUC Corp.,Medium ESG Risk,25.9
Far East Consortium International Ltd.,Medium ESG Risk,22.0
Far East Horizon Ltd.,Medium ESG Risk,25.9
Far East Hospitality Trust,Low ESG Risk,12.1
"Far East Smarter Energy Co., Ltd.",High ESG Risk,31.9
Far Eastern Department Stores Ltd.,Low ESG Risk,15.7
Far Eastern International Bank,Medium ESG Risk,26.8
Far Eastern New Century Corp.,Low ESG Risk,17.8
"Far EasTone Telecommunications Co., Ltd.",Medium ESG Risk,24.8
Faraday Technology Corp.,Medium ESG Risk,26.2
Farfetch Ltd.,Medium ESG Risk,22.2
"Farglory Free Trade Zone Investment Holding Co., Ltd.",Medium ESG Risk,20.3
"Farglory Land Development Co., Ltd.",Low ESG Risk,13.6
Farm Fresh Bhd.,High ESG Risk,35.2
"Farmers & Merchants Bancorp, Inc.",Medium ESG Risk,28.0
Farmers National Banc Corp.,Medium ESG Risk,27.0
"Farmland Partners, Inc.",Medium ESG Risk,20.0
"FARO Technologies, Inc.",Low ESG Risk,12.3
Fasadgruppen Group AB,Medium ESG Risk,25.7
"FAST RETAILING CO., LTD.",Low ESG Risk,15.8
Fastator AB,Low ESG Risk,11.7
Fastenal Co.,Medium ESG Risk,24.7
Fastighets AB Balder,Low ESG Risk,12.3
Fastighets AB Trianon,Low ESG Risk,17.3
Fastighetsbolaget Emilshus AB,Low ESG Risk,19.1
"Fastly, Inc.",Medium ESG Risk,24.2
Fastned BV,Low ESG Risk,19.9
FastPartner AB,Negligible ESG Risk,9.2
"Fate Therapeutics, Inc.",Medium ESG Risk,27.8
Fattal Holdings (1998) Ltd.,High ESG Risk,32.7
Fauji Fertilizer Co. Ltd.,High ESG Risk,31.8
"Faw Jiefang Group Co., Ltd.",High ESG Risk,33.1
Fawaz Abdulaziz AlHokair Co.,Medium ESG Risk,24.0
FAWER Automotive Parts Ltd. Co.,Medium ESG Risk,22.9
Fawry for Banking & Payment Technology Services SAE,Medium ESG Risk,26.9
FB Financial Corp.,Medium ESG Risk,29.8
FBN Holdings Plc,Medium ESG Risk,28.5
FCC Aqualia SA,Medium ESG Risk,24.5
FCC Medio Ambiente SA,Low ESG Risk,16.3
FD Technologies Plc,Medium ESG Risk,20.4
FDC Ltd.,High ESG Risk,32.9
FDK Corp.,Low ESG Risk,18.7
FDM Group (Holdings) Plc,Low ESG Risk,18.2
FEC Finance Ltd.,Low ESG Risk,19.4
Federal Agricultural Mortgage Corp.,Medium ESG Risk,25.4
Federal Corp.,Low ESG Risk,15.2
Federal Express Corp.,Low ESG Risk,17.9
Federal Farm Credit Banks Consolidated Systemwide Bonds,Medium ESG Risk,26.7
Federal Home Loan Bank System,Low ESG Risk,18.6
Federal Home Loan Mortgage Corp.,Low ESG Risk,17.0
Federal Hydro-Generating Co. RusHydro PJSC,Severe ESG Risk,51.0
Federal National Mortgage Association,Low ESG Risk,14.1
Federal Realty Investment Trust,Low ESG Risk,13.4
Federal Signal Corp.,Medium ESG Risk,25.1
Federated Co-Operatives Ltd.,Low ESG Risk,17.8
"Federated Hermes, Inc.",High ESG Risk,31.6
FedEx Corp.,Low ESG Risk,19.5
"Feed One Co., Ltd.",Severe ESG Risk,46.0
Feintool International Holding AG,Low ESG Risk,17.7
Feishang Anthracite Resources Ltd.,Severe ESG Risk,45.2
Fenbi Ltd.,Medium ESG Risk,21.8
"Feng Hsin Steel Co., Ltd.",Medium ESG Risk,28.8
"Feng Tay Enterprises Co., Ltd.",Low ESG Risk,14.0
Fenix Outdoor International AG,Low ESG Risk,11.1
"Fennec Pharmaceuticals, Inc.",Medium ESG Risk,28.1
Ferguson Finance Plc,Medium ESG Risk,28.0
Ferguson Plc,Low ESG Risk,15.5
Fermaca Enterprises S de RL de CV,High ESG Risk,38.0
Ferrari NV,Medium ESG Risk,25.0
Ferrellgas Partners LP,Severe ESG Risk,42.0
Ferrexpo Plc,High ESG Risk,39.2
Ferroglobe PLC,Severe ESG Risk,45.3
Ferronordic AB,Medium ESG Risk,28.1
Ferrotec Holdings Corp.,Medium ESG Risk,25.5
Ferrovial SE,High ESG Risk,32.5
Ferrovie dello Stato Italiane SpA,Low ESG Risk,15.2
Fertiglobe Plc,Medium ESG Risk,27.0
Festi hf,Low ESG Risk,18.1
Fevertree Drinks Plc,Medium ESG Risk,24.7
FGV Holdings Bhd.,High ESG Risk,35.8
Fibabanka AS,Medium ESG Risk,29.1
"Fibergate, Inc.",High ESG Risk,33.0
"Fiberhome Telecommunication Technologies Co., Ltd.",Medium ESG Risk,22.9
"Fibocom Wireless, Inc.",Medium ESG Risk,22.5
FIBRA Macquarie México,Low ESG Risk,11.8
Fibra Uno Administración SA de CV,Low ESG Risk,11.9
"FibroGen, Inc.",Medium ESG Risk,28.5
"FIDEA Holdings Co., Ltd.",Medium ESG Risk,28.7
Fidelidade Companhia de Seguros SA,Low ESG Risk,11.7
Fidelity Bank Plc,Medium ESG Risk,29.5
"Fidelity D&D Bancorp, Inc.",High ESG Risk,32.1
"Fidelity National Financial, Inc.",Medium ESG Risk,25.2
"Fidelity National Information Services, Inc.",Low ESG Risk,17.4
Fielmann Group AG,Low ESG Risk,18.3
Fiem Industries Ltd.,Low ESG Risk,15.6
Fiera Capital Corp.,High ESG Risk,32.6
Fiera Milano SpA,Low ESG Risk,16.7
"Fiesta Restaurant Group, Inc.",High ESG Risk,34.4
Fifth Third Bancorp,Low ESG Risk,17.7
"FIGS, Inc.",Low ESG Risk,14.4
FIH Mobile Ltd.,Low ESG Risk,11.6
FILA - Fabbrica Italiana Lapis ed Affini SpA,Negligible ESG Risk,6.8
FILA Holdings Corp.,Low ESG Risk,15.6
Filinvest Development Corp.,Medium ESG Risk,24.4
Filo Corp.,High ESG Risk,38.1
"Finance of America Cos., Inc.",Medium ESG Risk,24.8
"Financial Institutions, Inc.",Medium ESG Risk,27.8
"Financial Partners Group Co., Ltd.",Medium ESG Risk,28.4
"Financial Street Holdings Co., Ltd.",Medium ESG Risk,22.1
Financière de Tubize SA,High ESG Risk,35.7
Finatis SA,Medium ESG Risk,24.7
Fincantieri SpA,Low ESG Risk,14.2
Fine Foods & Pharmaceuticals N.T.M. SpA,Medium ESG Risk,25.8
Fine Organic Industries Ltd.,High ESG Risk,30.1
FinecoBank SpA,Low ESG Risk,14.3
FINEOS Corporation Holdings Plc,Medium ESG Risk,23.2
Fingerprint Cards AB,High ESG Risk,35.8
Finnair Oyj,Medium ESG Risk,25.5
"Finning International, Inc.",Low ESG Risk,14.1
Finnvera Oyj,Low ESG Risk,12.2
Finolex Cables Ltd.,Medium ESG Risk,23.3
Finolex Industries Ltd.,Medium ESG Risk,24.0
FinVolution Group,Low ESG Risk,18.5
Firefinch Ltd.,Severe ESG Risk,48.7
"Firich Enterprises Co., Ltd.",Low ESG Risk,18.2
Firmenich SA,Low ESG Risk,10.5
First Abu Dhabi Bank PJSC,Medium ESG Risk,23.1
First Advantage Corp.,Medium ESG Risk,22.4
First American Financial Corp.,Medium ESG Risk,26.7
First Bancorp (North Carolina),Medium ESG Risk,29.6
First BanCorp (Puerto Rico),Medium ESG Risk,25.2
"First Bank (Hamilton, New Jersey)",High ESG Risk,33.1
First Busey Corp.,Medium ESG Risk,27.7
"First Business Financial Services, Inc.",High ESG Risk,31.5
First Capital Real Estate Investment Trust,Low ESG Risk,12.1
"First Capital Securities Co., Ltd.",Medium ESG Risk,29.8
"First Citizens BancShares, Inc. (North Carolina)",Medium ESG Risk,29.9
"First Citizens Bancshares, Inc. (Tennessee)",High ESG Risk,34.3
First Commonwealth Financial Corp. (Pennsylvania),High ESG Risk,30.4
"First Community Bancshares, Inc. (Virginia)",Medium ESG Risk,28.4
First Financial Bancorp (Ohio),Medium ESG Risk,26.1
"First Financial Bankshares, Inc.",Medium ESG Risk,24.4
First Financial Corp. (Indiana),Medium ESG Risk,27.6
"First Financial Holding Co., Ltd.",Low ESG Risk,20.0
"First Foundation, Inc.",High ESG Risk,33.4
First Gen Corp.,Medium ESG Risk,27.0
"First Hawaiian, Inc.",Medium ESG Risk,23.8
First Horizon Corp. (Tennessee),Medium ESG Risk,24.6
"First Industrial Realty Trust, Inc.",Low ESG Risk,15.3
"First Interstate BancSystem, Inc.",Medium ESG Risk,28.6
First Majestic Silver Corp.,High ESG Risk,31.0
First Merchants Corp. (Indiana),High ESG Risk,30.6
"First Mid Bancshares, Inc.",Medium ESG Risk,28.2
